Columna|Capacidad|Ocupado|Lote|Item|Descripcion|Pallet|Parte|Unidades por Cajas|Cajas|Saldo|Cantidad Tot. de Frascos por Pallet|Columna Anterior|Numero de Despacho|Estado|Bloqueado|Usuario|Fecha|Hora|Orden de Venta|Grupo|
   |0|4|108993|0613885100.03001|FR Pompeya 90ml|7|1|36|70|0|2520|   |3725|F|Nein|hgppch|28.05.2026|09:17:37|33982||
   |0|4|108993|0613885100.03001|FR Pompeya 90ml|8|1|36|70|0|2520|   |3725|F|Nein|hgppch|28.05.2026|09:17:37|33982||
   |0|4|108993|0613885100.03001|FR Pompeya 90ml|9|1|36|70|0|2520|   |3725|F|Nein|hgppch|28.05.2026|09:17:37|33982||
   |0|4|108993|0613885100.03001|FR Pompeya 90ml|501|1|36|28|0|1008|   |3725|N|Nein|hgpto|12.08.2026|15:42:16|33982||
420|100|54|110742|0613823100.05003|Guess Sed. Desire Men 30ml|32|1|60|89|0|5340|B28|0|N|Nein|hgpgj|17.07.2026|23:21:47|33446|PIERIP|
420|100|54|111096|0613822100.05003|Guess Sed. Desire Women 30ml|31|1|36|108|0|3888|A30|0|N|Nein|hgpgj|17.07.2026|23:21:47|34883|PIERIP|
420|100|54|111097|0613823100.05003|Guess Sed. Desire Men 30ml|320|1|60|60|0|3600|A13|0|F|Nein|hgpgj|17.07.2026|23:21:47|34456|PIERIP|
420|100|54|111097|0613823100.05003|Guess Sed. Desire Men 30ml|321|1|60|25|0|1500|A13|0|N|Nein|hgpgj|17.07.2026|23:21:47|34456|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|1|1|36|110|0|3960|B34|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|2|1|36|110|0|3960|B34|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|3|1|36|110|0|3960|B34|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|4|1|36|110|0|3960|A30|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|5|1|36|110|0|3960|A30|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|6|1|36|110|0|3960|B34|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|7|1|36|110|0|3960|A30|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111114|0613822100.05003|Guess Sed. Desire Women 30ml|8|1|36|110|0|3960|A30|0|F|Nein|hgpgj|17.07.2026|23:21:47|35297|PIERIP|
420|100|54|111212|0613826100.05003|Guess Sed. Desire Women 75ml|2|1|24|90|0|2160|A09|0|F|Nein|hgpgj|17.07.2026|23:21:47|34184|PIERIP|
420|100|54|111212|0613826100.05003|Guess Sed. Desire Women 75ml|40|1|24|90|0|2160|B12|0|F|Nein|hgpgj|17.07.2026|23:21:47|34184|PIERIP|
420|100|54|111212|0613826100.05003|Guess Sed. Desire Women 75ml|41|1|24|90|0|2160|A09|0|F|Nein|hgpgj|17.07.2026|23:21:47|34184|PIERIP|
420|100|54|111212|0613826100.05003|Guess Sed. Desire Women 75ml|42|1|24|90|0|2160|A09|0|F|Nein|hgpgj|17.07.2026|23:21:47|34184|PIERIP|
420|100|54|111212|0613826100.05003|Guess Sed. Desire Women 75ml|43|1|24|90|0|2160|A19|0|F|Nein|hgpgj|17.07.2026|23:21:47|34184|PIERIP|
420|100|54|111212|0613826100.05003|Guess Sed. Desire Women 75ml|44|1|24|46|0|1104|A16|0|N|Nein|hgpgj|17.07.2026|23:21:47|34184|PIERIP|
420|100|54|111478|0613826100.05003|Guess Sed. Desire Women 75ml|1|1|24|90|0|2160|A12|0|F|Nein|hgpgj|17.07.2026|23:21:47|35296|PIERIP|
420|100|54|111478|0613826100.05003|Guess Sed. Desire Women 75ml|2|1|24|90|0|2160|A12|0|F|Nein|hgpgj|17.07.2026|23:21:47|35296|PIERIP|
420|100|54|111478|0613826100.05003|Guess Sed. Desire Women 75ml|3|1|24|90|0|2160|A12|0|F|Nein|hgpgj|17.07.2026|23:21:47|35296|PIERIP|
420|100|54|111478|0613826100.05003|Guess Sed. Desire Women 75ml|4|1|24|90|0|2160|A12|0|F|Nein|hgpgj|17.07.2026|23:21:47|35296|PIERIP|
420|100|54|111478|0613826100.05003|Guess Sed. Desire Women 75ml|5|1|24|90|0|2160|A12|0|F|Nein|hgpgj|17.07.2026|23:21:47|35296|PIERIP|
420|100|54|111478|0613826100.05003|Guess Sed. Desire Women 75ml|6|1|24|90|0|2160|A12|0|F|Nein|hgpgj|17.07.2026|23:21:47|35296|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|2|1|27|60|0|1620|A16|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|3|1|27|60|0|1620|A16|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|4|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|5|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|6|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|7|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|8|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|11|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|13|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|14|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|15|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|16|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|17|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|18|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|19|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|20|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|22|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|23|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|24|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|25|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|26|1|27|60|0|1620|C01|0|F|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|27|1|27|58|0|1566|C01|0|N|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|40|1|27|59|0|1593|A16|0|N|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111521|0613827100.05003|Guess Sed. Desire Men 100ml|41|1|27|58|0|1566|B23|0|N|Nein|hgpgj|08.08.2026|09:35:55|35463|PIERIP|
420|100|54|111540|0613825100.05003|Guess Sed. Desire Men 50ml|1|1|35|80|0|2800|A36|0|F|Nein|hgpgj|08.08.2026|09:35:55|35464|PIERIP|
420|100|54|111540|0613825100.05003|Guess Sed. Desire Men 50ml|2|1|35|80|0|2800|A36|0|F|Nein|hgpgj|08.08.2026|09:35:55|35464|PIERIP|
420|100|54|111540|0613825100.05003|Guess Sed. Desire Men 50ml|5|1|35|80|0|2800|A36|0|F|Nein|hgpgj|08.08.2026|09:35:55|35464|PIERIP|
420|100|54|111540|0613825100.05003|Guess Sed. Desire Men 50ml|6|1|35|80|0|2800|A36|0|F|Nein|hgpgj|08.08.2026|09:35:55|35464|PIERIP|
420|100|54|111540|0613825100.05003|Guess Sed. Desire Men 50ml|14|1|35|80|0|2800|A36|0|F|Nein|hgpgj|08.08.2026|09:35:55|35464|PIERIP|
420|100|54|111540|0613825100.05003|Guess Sed. Desire Men 50ml|15|1|35|72|0|2520|A36|0|N|Nein|hgpgj|08.08.2026|09:35:55|35464|PIERIP|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|1|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|2|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|6|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|7|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|8|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|10|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|11|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|12|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|13|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|14|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111313|0613521100.05001|CCORI LE PARMUM F13521 FLINT|18|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|7|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|8|1|42|70|0|2940|A11|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|11|1|42|70|0|2940|A11|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|12|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|13|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|14|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|15|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|16|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|17|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|18|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|19|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|20|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|21|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|33|1|42|70|0|2940|A05|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111314|0613521100.05001|CCORI LE PARMUM F13521 FLINT|34|1|42|70|0|2940|C18|0|F|Nein|hgphjo|18.08.2026|11:29:25|34751|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|11|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|13|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|14|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|15|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|16|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|17|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|18|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|19|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|20|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|21|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|22|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|23|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111434|0614275103.05001|50ml Mac Serumizer pcr|24|1|80|48|0|3840|A14|0|N|Nein|hgpgj|17.08.2026|09:38:49|35647|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|53|1|40|80|0|3200|D19|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|57|1|40|80|0|3200|D19|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|80|1|40|80|0|3200|D19|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|231|1|40|80|0|3200|D20|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|232|1|40|80|0|3200|D19|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|234|1|40|80|0|3200|D20|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|235|1|40|80|0|3200|D20|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|236|1|40|80|0|3200|D20|0|F|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111449|0614734103.05001|CONFIDENCE IN A CREAM 60ML|238|1|40|32|0|1280|D19|0|N|Nein|hgpgj|17.08.2026|09:38:49|34495|ALMACE|
A01|27|49|111661|0614864100.05001|FR. MINI HUMOR MASC 25ML|19|1|60|45|0|2700|   |0|N|Nein|hgpgj|15.08.2026|15:27:35|36288|ALMACE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|7|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|9|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|11|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|13|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|15|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|19|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|20|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|21|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|23|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|24|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|26|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|27|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|28|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|29|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|30|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|32|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|34|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A02|30|18|111354|0610291100.03001|FR LB BASE ANTIBAC 30 ML|35|1|72|100|0|7200|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35528|WIESSE|
A03|30|30|111005|0613652100.05003|FR VIBRANZA 45ML|14|1|36|100|0|3600|A45|0|F|Nein|hgphjo|12.08.2026|18:12:51|34358|WIESSE|
A03|30|30|111005|0613652100.05003|FR VIBRANZA 45ML|15|1|36|100|0|3600|A45|0|F|Nein|hgphjo|12.08.2026|18:12:51|34358|WIESSE|
A03|30|30|111005|0613652100.05003|FR VIBRANZA 45ML|16|1|36|100|0|3600|A45|0|F|Nein|hgphjo|12.08.2026|18:12:51|34358|WIESSE|
A03|30|30|111446|0614733103.05001|CONFIDENCE IN A CREAM 120ML-PC|1|1|15|150|0|2250|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35109|WIESSE|
A03|30|30|111446|0614733103.05001|CONFIDENCE IN A CREAM 120ML-PC|4|1|15|150|0|2250|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35109|WIESSE|
A03|30|30|111446|0614733103.05001|CONFIDENCE IN A CREAM 120ML-PC|5|1|15|150|0|2250|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35109|WIESSE|
A03|30|30|111446|0614733103.05001|CONFIDENCE IN A CREAM 120ML-PC|6|1|15|150|0|2250|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35109|WIESSE|
A03|30|30|111446|0614733103.05001|CONFIDENCE IN A CREAM 120ML-PC|9|1|15|150|0|2250|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35109|WIESSE|
A03|30|30|111446|0614733103.05001|CONFIDENCE IN A CREAM 120ML-PC|309|1|15|135|0|2025|   |0|N|Nein|hgphjo|12.08.2026|18:12:52|35109|WIESSE|
A03|30|30|111446|0614733103.05001|CONFIDENCE IN A CREAM 120ML-PC|310|1|15|150|0|2250|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35109|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|36|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|39|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|50|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:51|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|51|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|52|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|55|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|56|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|57|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|58|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|59|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|60|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|61|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|62|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|63|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|65|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|66|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|67|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|68|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|111483|0614569100.05001|FR. FINERY FLINT|69|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A03|30|30|11483|                ||64|1|45|70|0|3150|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|35729|WIESSE|
A04|30|30|111589|0613834100.03001|FR Tarsila 170 ml - Flint|60|1|24|70|0|1680|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|34000|WIESSE|
A04|30|30|111589|0613834100.03001|FR Tarsila 170 ml - Flint|61|1|24|70|0|1680|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|34000|WIESSE|
A04|30|30|111589|0613834100.03001|FR Tarsila 170 ml - Flint|62|1|24|70|0|1680|   |0|F|Nein|hgphjo|12.08.2026|18:12:52|34000|WIESSE|
